"Year","DOY","Trend"
2011,152,-2.58631282092396
2011,153,-2.3773965901323
2011,154,-2.41538721596459
2011,155,-2.06387009338958
2011,156,-2.00745844142892
2011,157,-2.04077757279101
2011,158,-2.22407950997291
2011,159,-1.84756624206671
2011,160,-1.82986938893071
2011,161,-2.0245174529846
2011,162,-1.94385214787092
2011,163,-1.62272287759823
2011,164,-1.33313498167321
2011,165,-1.43389331606546
2011,166,-1.49172005852389
2011,167,-1.13535685606485
2011,168,-1.20763652426259
2011,169,-1.05778595199955
2011,170,-0.632149158954343
2011,171,-0.392524926487887
2011,172,-0.741612448554341
2011,173,-0.532091550123948
2011,174,-0.569975310734933
2011,175,-0.675212833528815
2011,176,-0.518404589673173
2011,177,-0.640320957783461
2011,178,-0.882871103711033
2011,179,-1.00602488331747
2011,180,-0.488825010616765
2011,181,0.0223584085350011
2011,182,0.414846209065122
2011,183,0.484220376994127
2011,184,0.47831458275408
2011,185,0.415746992576817
2011,186,0.499857348784164
2011,187,-0.00903587170737213
2011,188,-0.26500124403704
2011,189,-0.264308638375829
2011,190,-0.303727511057054
2011,191,-0.239360853273515
2011,192,-0.128539540526093
2011,193,0.174405928169187
2011,194,-0.165476063227093
2011,195,0.185830020817985
2011,196,0.100397240462389
2011,197,0.298095262742017
2011,198,0.248645420555917
2011,199,0.119857366547822
2011,200,0.314236485709463
2011,201,0.381816738287601
2011,202,0.206454482757852
2011,203,0.777729904025687
2011,204,0.65757201024468
2011,205,0.269245962927667
2011,206,0.448117986864549
2011,207,0.30293533340724
2011,208,0.568497494695036
2011,209,0.978347311294087
2011,210,1.10763229659381
2011,211,0.915514764265079
2011,212,0.639608000810959
2011,213,0.552461649487808
2011,214,0.523660592045047
2011,215,0.861645808245367
2011,216,0.693421309886601
2011,217,0.417156710624239
2011,218,0.199707236773716
2011,219,0.0304353780788581
2011,220,-0.1166300113191
2011,221,0.286323251031111
2011,222,0.501440681488175
2011,223,0.45546054419288
2011,224,1.03250134413685
2011,225,1.54559481732835
2011,226,1.32000358205568
2011,227,0.9566940533705
2011,228,1.12195379025659
2011,229,1.31732528682116
2011,230,0.925970892876536
2011,231,0.943976711296709
2011,232,1.00160680468222
2011,233,1.07329019057405
2011,234,0.601318236900958
2011,235,0.172792870406196
2011,236,0.252035397580582
2011,237,0.405868238030936
2011,238,0.486706767606186
2011,239,0.525776561231821
2011,240,0.535837149651045
2011,241,0.392033540035536
2011,242,0.2365075944921
2011,243,0.47738946555644
2012,153,-1.81853763894337
2012,154,-1.72533810345808
2012,155,-1.79197942456443
2012,156,-1.91048687951172
2012,157,-1.77966990642917
2012,158,-1.72309245649823
2012,159,-1.68863535547256
2012,160,-1.56366434880585
2012,161,-1.64156138217444
2012,162,-1.56600766602182
2012,163,-1.42254242924248
2012,164,-1.41605556402891
2012,165,-1.37439514411387
2012,166,-1.33141656053057
2012,167,-1.3106396403326
2012,168,-1.21266953844146
2012,169,-1.08633690314641
2012,170,-0.94998578778753
2012,171,-0.866999453157326
2012,172,-0.755838511680804
2012,173,-0.715094085855423
2012,174,-0.712822164580659
2012,175,-0.796522985897597
2012,176,-0.687517650274053
2012,177,-0.76672063967984
2012,178,-0.720450679385933
2012,179,-0.507790271026659
2012,180,-0.454714018264975
2012,181,-0.311029249069159
2012,182,-0.357953140507985
2012,183,-0.267251583143111
2012,184,-0.251168431675466
2012,185,-0.345677930558847
2012,186,-0.503365676817575
2012,187,-0.41972405154199
2012,188,-0.255583640512548
2012,189,-0.169595218354039
2012,190,-0.275100565494446
2012,191,-0.304516920135045
2012,192,-0.416266420992238
2012,193,-0.522532502157043
2012,194,-0.543354084757698
2012,195,-0.488861505886312
2012,196,-0.420638532769203
2012,197,-0.275199176035662
2012,198,-0.173038135292172
2012,199,0.01418694468933
2012,200,0.290416682057511
2012,201,0.607688740543835
2012,202,0.449980774219167
2012,203,0.41778880817934
2012,204,0.370142606932221
2012,205,0.236488388583109
2012,206,0.345692826768059
2012,207,0.517153899712042
2012,208,0.765812425410071
2012,209,0.919482998766975
2012,210,1.01674341274137
2012,211,0.817527710923373
2012,212,0.768536205625381
2012,213,0.722446642401858
2012,214,0.616556426037917
2012,215,0.505296611475405
2012,216,0.401667018560186
2012,217,0.366710439964036
2012,218,0.584386973086053
2012,219,0.685746969865907
2012,220,0.732899806174332
2012,221,0.747406081397864
2012,222,0.950760958204339
2012,223,1.07629598047306
2012,224,1.16256838884681
2012,225,1.24887907359729
2012,226,1.35784541686536
2012,227,1.36558326283506
2012,228,1.32934175454662
2012,229,1.24093965784123
2012,230,1.28828608605449
2012,231,1.18074112083567
2012,232,1.18999140523494
2012,233,1.2024913397934
2012,234,1.01763261849455
2012,235,1.01955938607133
2012,236,1.19222524011389
2012,237,1.15495753662324
2012,238,1.16485478528223
2012,239,1.30966191173208
2012,240,1.30064875040467
2012,241,1.0162236746614
2012,242,1.0221862153129
2012,243,1.34615340883451
2013,152,-2.39291225989456
2013,153,-2.30173890776336
2013,154,-2.15594274772284
2013,155,-1.95107918683216
2013,156,-1.94008101378893
2013,157,-1.79020995219
2013,158,-1.7045239727656
2013,159,-1.6173082341918
2013,160,-1.4527037569545
2013,161,-1.40895054815967
2013,162,-1.41681164381629
2013,163,-1.44547721312069
2013,164,-1.32185448008572
2013,165,-1.2231322705536
2013,166,-1.18889217230314
2013,167,-1.16790000003178
2013,168,-1.05200415021359
2013,169,-0.949889761102922
2013,170,-0.903950613236991
2013,171,-0.849398998814069
2013,172,-0.923500203586416
2013,173,-0.94998105849485
2013,174,-1.00949715422383
2013,175,-0.928176225818912
2013,176,-0.656695780497729
2013,177,-0.231294480328178
2013,178,-0.0957247237485724
2013,179,-0.321660428961869
2013,180,-0.322073664475339
2013,181,-0.383253011651456
2013,182,-0.500661619450568
2013,183,-0.560101151452288
2013,184,-0.591370836375752
2013,185,-0.442303627982747
2013,186,-0.562560748475819
2013,187,-0.55578402759793
2013,188,-0.46618250538916
2013,189,-0.255411884380684
2013,190,-0.136310002960253
2013,191,-0.0175339894700215
2013,192,0.129010842643433
2013,193,0.251701817120019
2013,194,0.410215467658058
2013,195,0.31248330715441
2013,196,0.216307599376784
2013,197,0.242668225346809
2013,198,0.350468119160586
2013,199,0.499756225456945
2013,200,0.620055007800548
2013,201,0.675761594160182
2013,202,0.710229744680161
2013,203,0.773031632463488
2013,204,1.00240846325042
2013,205,1.12232509421731
2013,206,1.12018673741079
2013,207,1.33729460104323
2013,208,1.37681339170433
2013,209,1.50298866425782
2013,210,1.35386043184717
2013,211,1.43194991453576
2013,212,1.22388505646618
2013,213,1.17359513213206
2013,214,1.13055738127732
2013,215,1.07882707976045
2013,216,0.918486798657134
2013,217,0.935106183465986
2013,218,0.889419397252868
2013,219,0.812672385170382
2013,220,0.714172442590087
2013,221,0.635542340405028
2013,222,0.595507469837725
2013,223,0.530044187639495
2013,224,0.553715575286679
2013,225,0.653343968895188
2013,226,0.647042588297546
2013,227,0.601475604072644
2013,228,0.555621136032572
2013,229,0.667398884231491
2013,230,0.782340328734118
2013,231,0.743649517768008
2013,232,0.725287808163314
2013,233,0.757820752233061
2013,234,0.754809329665645
2013,235,0.736305222282227
2013,236,0.613002820015837
2013,237,0.563828614550722
2013,238,0.632500510126792
2013,239,0.684630710472701
2013,240,0.617899084049242
2013,241,0.642421686567646
2013,242,0.552408985794378
2013,243,0.552305874077546
2014,152,-2.47892992361101
2014,153,-2.29343342440519
2014,154,-2.07234930039295
2014,155,-1.76529238015565
2014,156,-1.57818101513019
2014,157,-1.53865142361205
2014,158,-1.55559475224311
2014,159,-1.53510022426734
2014,160,-1.43130367862517
2014,161,-1.45096708703278
2014,162,-1.58938451243029
2014,163,-1.66431252051607
2014,164,-1.61565578604627
2014,165,-1.46063392834616
2014,166,-1.40994823874539
2014,167,-1.40606698858388
2014,168,-1.48429971425564
2014,169,-1.51255002597127
2014,170,-1.34548106692548
2014,171,-1.16214034554184
2014,172,-0.951202856326607
2014,173,-1.08517286537012
2014,174,-0.966917456550601
2014,175,-0.908662611267856
2014,176,-0.824577525414293
2014,177,-0.781567840205792
2014,178,-0.7077796390043
2014,179,-0.509287214690101
2014,180,-0.40270872175979
2014,181,-0.490910411722605
2014,182,-0.370510598759902
2014,183,-0.159134655949139
2014,184,0.0494439625067133
2014,185,0.316531812405751
2014,186,0.442472911621999
2014,187,0.253962702514066
2014,188,0.145251757797671
2014,189,0.120358281027071
2014,190,0.16071289060037
2014,191,0.142358489976846
2014,192,0.100630862375425
2014,193,0.0695426303652758
2014,194,0.118387665742495
2014,195,0.154334507480029
2014,196,0.161056927073924
2014,197,0.310531241754693
2014,198,0.484458795913636
2014,199,0.479341845103964
2014,200,0.386548317707465
2014,201,0.415642846247559
2014,202,0.458847951518251
2014,203,0.663569966542916
2014,204,0.680139859798983
2014,205,0.643269339135441
2014,206,0.72226902010075
2014,207,0.776075556146744
2014,208,0.764421154670459
2014,209,0.821172196184509
2014,210,0.821651688675107
2014,211,1.09714503447911
2014,212,1.24235375733065
2014,213,1.24334895135113
2014,214,1.29385330629696
2014,215,1.40978122042246
2014,216,1.33197538117633
2014,217,1.15168794949743
2014,218,1.05336600385147
2014,219,0.888622229913816
2014,220,0.752912472633177
2014,221,0.778873106290981
2014,222,0.970177339792393
2014,223,1.07569115413163
2014,224,0.909156593165698
2014,225,0.863582564825604
2014,226,0.894957013067431
2014,227,0.818619345961442
2014,228,0.707668767612314
2014,229,0.653572796905566
2014,230,0.592649363084771
2014,231,0.53025728886662
2014,232,0.67051897193255
2014,233,0.664682758442989
2014,234,0.764803922609708
2014,235,0.668182365397589
2014,236,0.670845655428995
2014,237,0.647429101619014
2014,238,0.489015295124482
2014,239,0.410239073183408
2014,240,0.426901613784987
2014,241,0.39539901580299
2014,242,0.205654860920628
2014,243,0.0941968639244331
2015,152,-1.53285417170048
2015,153,-1.6860978291101
2015,154,-1.93901880830648
2015,155,-2.19186876344486
2015,156,-2.29531794507341
2015,157,-2.22626846165623
2015,158,-2.03125868401318
2015,159,-2.06078338003111
2015,160,-2.38797474795413
2015,161,-2.27421926058947
2015,162,-2.14700689934229
2015,163,-1.87982325779048
2015,164,-1.646462223608
2015,165,-1.40922433677584
2015,166,-0.971895321755758
2015,167,-0.57558804021471
2015,168,-0.292095866638172
2015,169,-0.0940280320114266
2015,170,0.123230389336238
2015,171,-0.0223273239537521
2015,172,-0.190519576486169
2015,173,-0.118215941736611
2015,174,0.147297743977081
2015,175,0.255834484028371
2015,176,0.28887104128757
2015,177,0.227615794900735
2015,178,-0.116737901779789
2015,179,-0.210766573013717
2015,180,-0.249485865889429
2015,181,-0.171202708115153
2015,182,-0.143088757663513
2015,183,-0.108598337407228
2015,184,0.181546237826387
2015,185,-0.0459992362916321
2015,186,-0.0164543799394645
2015,187,0.217444398663452
2015,188,0.286085614410444
2015,189,0.228375452220298
2015,190,0.179129114573932
2015,191,0.246590491596759
2015,192,0.449280103180452
2015,193,0.430482671151026
2015,194,0.313400637061427
2015,195,0.278516482571639
2015,196,0.121541416873068
2015,197,-0.18691589703601
2015,198,-0.271676348038853
2015,199,-0.208850834801976
2015,200,0.064170268181367
2015,201,0.306184669226939
2015,202,0.417201764281708
2015,203,0.218261456400971
2015,204,0.126765750242712
2015,205,0.477652559413112
2015,206,0.646089101631816
2015,207,0.530233281108548
2015,208,0.442910533486186
2015,209,0.533331863588638
2015,210,0.595517420404398
2015,211,0.617717824771382
2015,212,0.776064249396361
2015,213,1.05183319798407
2015,214,1.27204517310705
2015,215,1.47394314452526
2015,216,1.57047098775438
2015,217,1.56044473649537
2015,218,1.53474692255692
2015,219,1.6572751497771
2015,220,1.4128219544363
2015,221,1.22494290069589
2015,222,1.15360836137077
2015,223,0.959771847807919
2015,224,0.814673619777862
2015,225,0.849212441544029
2015,226,0.928179796367617
2015,227,0.658650563190489
2015,228,0.497626809122683
2015,229,0.504824525317445
2015,230,0.585162871615425
2015,231,0.502071864914332
2015,232,0.376984249236603
2015,233,0.340452660415409
2015,234,0.100958656568594
2015,235,0.0714115230057407
2015,236,0.0920786970249332
2015,237,0.299753699491351
2015,238,0.294751429088388
2015,239,0.209093330483403
2015,240,-0.588159487278295
2015,241,-0.765341188760297
2015,242,-1.15320464419046
2015,243,-1.39406852929314
2016,153,-2.0231751776902
2016,154,-1.97896225748286
2016,155,-1.94435083496119
2016,156,-1.85672134271363
2016,157,-1.86242023157465
2016,158,-1.91444532183982
2016,159,-1.78266069065594
2016,160,-1.60275281469335
2016,161,-1.55875387625932
2016,162,-1.62553569003193
2016,163,-1.62830311061433
