SiteID,Year,TempSens_Air.DayLen,str_slope,cat_elev_MEAN,cat_slope_MEAN,wtd_north_per,wtd_slope_MEAN,wtd_area_sqKM,wtd_glacier_per,wtd_lake_per,wtd_wet_per,wtd_lcld_jd,summer_precip,Region,log_vb_mean_width_m,Latitude,Longitude
accs_AKBB-011,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.6895,-154.86369
accs_AKBB-011,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.6895,-154.86369
accs_AKBB-011,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.6895,-154.86369
accs_AKBB-011,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.6895,-154.86369
accs_AKBB-011,2015,0.3176741202217211,0.017744403093,441.05797101449286,10.815136132288483,20.270975,5.169357609677538,25.8769,0,0.9042780016792875,0,85.89523809523814,235.05,Bristol Bay,4.205065029833103,60.6895,-154.86369
accs_AKBB-011,2016,0.2858283070079749,0.017744403093,441.05797101449286,10.815136132288483,20.270975,5.169357609677538,25.8769,0,0.9042780016792875,0,107.59047619047601,344.81,Bristol Bay,4.205065029833103,60.6895,-154.86369
accs_AKBB-011,2017,0.2266705620636221,0.017744403093,441.05797101449286,10.815136132288483,20.270975,5.169357609677538,25.8769,0,0.9042780016792875,0,112.647619047619,268.11,Bristol Bay,4.205065029833103,60.6895,-154.86369
accs_AKBB-011,2018,0.294402825513213,0.017744403093,441.05797101449286,10.815136132288483,20.270975,5.169357609677538,25.8769,0,0.9042780016792875,0,126.81904761904758,338.84,Bristol Bay,4.205065029833103,60.6895,-154.86369
accs_AKBB-011,2019,0.25657393360862896,0.017744403093,441.05797101449286,10.815136132288483,20.270975,5.169357609677538,25.8769,0,0.9042780016792875,0,119.21904761904767,170.29,Bristol Bay,4.205065029833103,60.6895,-154.86369
accs_AKBB-020,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.49564,-154.38715
accs_AKBB-020,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.49564,-154.38715
accs_AKBB-020,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.49564,-154.38715
accs_AKBB-020,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.49564,-154.38715
accs_AKBB-020,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.49564,-154.38715
accs_AKBB-020,2016,0.199140472256824,0.004595287567,662.0619469026556,21.856889131047033,23.734552,12.368600985531733,73.27839999999999,0,3.8593170060974997,0.10657984,118.9735849056604,402.52,Bristol Bay,5.701820788351256,60.49564,-154.38715
accs_AKBB-020,2017,0.03895221563473921,0.004595287567,662.0619469026556,21.856889131047033,23.734552,12.368600985531733,73.27839999999999,0,3.8593170060974997,0.10657984,115.05703422053244,289.69,Bristol Bay,5.701820788351256,60.49564,-154.38715
accs_AKBB-020,2018,-5.515773688356266e-4,0.004595287567,662.0619469026556,21.856889131047033,23.734552,12.368600985531733,73.27839999999999,0,3.8593170060974997,0.10657984,131.6715867158672,393.88,Bristol Bay,5.701820788351256,60.49564,-154.38715
accs_AKBB-020,2019,0.16695669267186716,0.004595287567,662.0619469026556,21.856889131047033,23.734552,12.368600985531733,73.27839999999999,0,3.8593170060974997,0.10657984,123.41947565543074,153.95,Bristol Bay,5.701820788351256,60.49564,-154.38715
accs_AKBB-028,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.26358,-155.14171
accs_AKBB-028,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.26358,-155.14171
accs_AKBB-028,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.26358,-155.14171
accs_AKBB-028,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.26358,-155.14171
accs_AKBB-028,2015,0.25407995635124875,0.019169107427,275.33013574660663,3.746875534896181,45.07407,11.757273950647244,17.8413,0,0.7918686392552436,0.8676498,111.63888888888891,232.4,Bristol Bay,5.8764425707687735,60.26358,-155.14171
accs_AKBB-028,2016,0.2829051514846328,0.019169107427,275.33013574660663,3.746875534896181,45.07407,11.757273950647244,17.8413,0,0.7918686392552436,0.8676498,114.3333333333332,363.26,Bristol Bay,5.8764425707687735,60.26358,-155.14171
